time-start [s],time-end [s],flight-time [s],flight-distance [m],num-gate-passes,gate-id,gate-ts,has-collision,filepath
0.1,2.3499999999999965,2.2499999999999964,25.901187504762802,1,[9],[0.1],1,./process/dda_offline_0/trajectory_mpc2nw_st-05_if-60_cf-20_01/
