time-start [s],time-end [s],flight-time [s],flight-distance [m],num-gate-passes,gate-id,gate-ts,has-collision,filepath
0.1,2.1833333333333305,2.0833333333333304,21.258945474092346,1,[9],[0.1],1,./process/dda_offline_0/trajectory_mpc2nw_st-35_if-60_cf-20_01/
