time-start [s],time-end [s],flight-time [s],flight-distance [m],num-gate-passes,gate-id,gate-ts,has-collision,filepath
0.1,2.449999999999996,2.349999999999996,34.52070493955357,1,[9],[0.1],1,./process/dda_offline_0/trajectory_mpc2nw_st-10_if-60_cf-20_02/
