time-start [s],time-end [s],flight-time [s],flight-distance [m],num-gate-passes,gate-id,gate-ts,has-collision,filepath
0.1,6.633333333333316,6.533333333333316,70.52619934944366,4,[9 0 1 2],[0.1        2.1        3.48333333 4.8       ],1,./process/dda_offline_0/trajectory_mpc2nw_st-45_if-60_cf-20_00/
