time-since-start [s],object-id,object-name,is-collision,is-pass
0.1,9,gate,0,1
2.099999999999997,0,gate,0,1
3.483333333333326,1,gate,0,1
4.799999999999988,2,gate,0,1
6.633333333333316,0,wall,1,0
