time-start [s],time-end [s],flight-time [s],flight-distance [m],num-gate-passes,gate-id,gate-ts,has-collision,filepath
0.0,13.1666666666669,13.1666666666669,957.960964389054,2,[9 0],[0.         2.16666667],0,./process/mpc2nw_switch-14_01/
