t_start,t_end,flight_time,travel_distance,median_path_deviation,iqr_path_deviation,num_gates_passed,num_collisions,filepath
0.3600000000000001,15.169999999999721,14.809999999999722,154.36258759489078,18.85490166271376,4.5671078363223465,11,0,./process/dda_flat_med_full_bf2_cf25_decfts_ep45/mpc2nw_mt-152_st-20_04/trajectory.csv
