time-since-start [s],throttle_mpc,roll_mpc,pitch_mpc,yaw_mpc,throttle_nw,roll_nw,pitch_nw,yaw_nw,position_x [m],position_y [m],position_z [m],rotation_w [quaternion],rotation_x [quaternion],rotation_y [quaternion],rotation_z [quaternion],velocity_x [m],velocity_y [m],velocity_z [m],omega_x [rad/s],omega_y [rad/s],omega_z [rad/s],network_used
10.400000000000096,20.998794149150275,5.998879758014232,-5.999884846582012,5.999969805039821,20.979626,5.999998,5.9976354,-5.282832,-99.98046875,-18.826053619384766,-100.0,0.9067400693893433,-0.27740731835365295,0.2860071063041687,0.13808108866214752,0.0,0.0,-73.38221740722656,0.0,0.0,0.0,0
10.416666666666764,20.998794149150275,5.998879758014232,-5.999884846582012,5.999969805039821,20.979626,5.999998,5.9976354,-5.282832,-99.97898864746094,-18.82410430908203,-100.0,0.9068677425384521,-0.2729000747203827,0.2922745943069458,0.13300666213035583,0.0,0.0,-73.27324676513672,0.0,0.0,0.0,0
10.433333333333431,20.998794149150275,5.998879758014232,-5.999884846582012,5.999969805039821,20.979626,5.999998,5.9976354,-5.282832,-99.9774398803711,-18.822187423706055,-100.0,0.9069180488586426,-0.26836949586868286,0.2985170781612396,0.12792088091373444,0.0,0.0,-73.16521453857422,0.0,0.0,0.0,0
10.450000000000099,20.99919634011936,5.947024437931155,-5.999948201648815,5.881229844062642,20.97413,5.999999,5.9978433,-5.531388,-99.97583770751953,-18.82030487060547,-100.0,0.9068909883499146,-0.2638159990310669,0.30473408102989197,0.12282418459653854,0.0,0.0,-73.05818939208984,0.0,0.0,0.0,0
10.466666666666766,20.99919634011936,5.947024437931155,-5.999948201648815,5.881229844062642,20.97413,5.999999,5.9978433,-5.531388,-99.9741439819336,-18.818401336669922,-100.0,0.906791627407074,-0.25925278663635254,0.31091389060020447,0.11767838150262833,0.0,0.0,-72.94505310058594,0.0,0.0,0.0,0
10.483333333333434,20.99919634011936,5.947024437931155,-5.999948201648815,5.881229844062642,20.97413,5.999999,5.9978433,-5.531388,-99.972412109375,-18.81653594970703,-100.0,0.9066147804260254,-0.25466734170913696,0.31706714630126953,0.11252251267433167,0.0,0.0,-72.83309173583984,0.0,0.0,0.0,0
10.500000000000101,20.999466112184386,-1.8271682868780237,-4.521586371743625,3.6963552897277467,20.976007,5.999999,5.992715,-5.208236,-99.97063446044922,-18.8147029876709,-100.0,0.9063604474067688,-0.25006017088890076,0.3231932818889618,0.10735702514648438,0.0,0.0,-72.72239685058594,0.0,0.0,0.0,0
10.516666666666769,20.999466112184386,-1.8271682868780237,-4.521586371743625,3.6963552897277467,20.976007,5.999999,5.992715,-5.208236,-99.96885681152344,-18.812969207763672,-100.0,0.9060229063034058,-0.24541603028774261,0.32930296659469604,0.10223419964313507,0.0,0.0,-72.62227630615234,0.0,0.0,0.0,0
10.533333333333436,20.999466112184386,-1.8271682868780237,-4.521586371743625,3.6963552897277467,20.976007,5.999999,5.992715,-5.208236,-99.967041015625,-18.81127166748047,-100.0,0.905608057975769,-0.2407509684562683,0.3353845775127411,0.09710265696048737,0.0,0.0,-72.52351379394531,0.0,0.0,0.0,0
10.550000000000104,20.999728655762695,-1.222530628354413,-1.555470715782806,1.7544708749802267,20.981213,5.999999,5.9908085,-5.3958035,-99.96515655517578,-18.80961036682129,-100.0,0.9051160216331482,-0.23606541752815247,0.34143757820129395,0.09196283668279648,0.0,0.0,-72.42617797851562,0.0,0.0,0.0,0
10.566666666666771,20.999728655762695,-1.222530628354413,-1.555470715782806,1.7544708749802267,20.981213,5.999999,5.9908085,-5.3958035,-99.96320343017578,-18.807950973510742,-100.0,0.9045499563217163,-0.23137153685092926,0.3474527895450592,0.08678644150495529,0.0,0.0,-72.32501220703125,0.0,0.0,0.0,0
10.583333333333439,20.999728655762695,-1.222530628354413,-1.555470715782806,1.7544708749802267,20.981213,5.999999,5.9908085,-5.3958035,-99.96119689941406,-18.806333541870117,-100.0,0.9039067029953003,-0.2266579121351242,0.3534383475780487,0.08160264045000076,0.0,0.0,-72.22545623779297,0.0,0.0,0.0,0
10.600000000000106,20.999470518964383,-2.296028319999781,-2.4335455625689697,-0.6519016856823299,20.988688,5.999991,5.9900484,-5.3825073,-99.95915985107422,-18.804752349853516,-100.0,0.9031862020492554,-0.22192494571208954,0.35939374566078186,0.0764118954539299,0.0,0.0,-72.12755584716797,0.0,0.0,0.0,0
10.616666666666774,20.999470518964383,-2.296028319999781,-2.4335455625689697,-0.6519016856823299,20.988688,5.999991,5.9900484,-5.3825073,-99.95706939697266,-18.803211212158203,-100.0,0.9023886322975159,-0.21717265248298645,0.36531850695610046,0.07121670246124268,0.0,0.0,-72.03172302246094,0.0,0.0,0.0,0
10.633333333333441,20.999470518964383,-2.296028319999781,-2.4335455625689697,-0.6519016856823299,20.988688,5.999991,5.9900484,-5.3825073,-99.9549331665039,-18.801712036132812,-100.0,0.9015140533447266,-0.21240182220935822,0.3712121546268463,0.06601542979478836,0.0,0.0,-71.93769073486328,0.0,0.0,0.0,0
10.650000000000109,20.999718836949157,-1.043739950557287,-3.231933354338995,-0.9352336452899017,20.994875,5.999994,5.9976115,-5.7866955,-99.9527587890625,-18.800254821777344,-100.0,0.900562584400177,-0.20761287212371826,0.37707409262657166,0.06080852076411247,0.0,0.0,-71.84552001953125,0.0,0.0,0.0,0
10.666666666666776,20.999718836949157,-1.043739950557287,-3.231933354338995,-0.9352336452899017,20.994875,5.999994,5.9976115,-5.7866955,-99.950439453125,-18.79877471923828,-100.0,0.8995378017425537,-0.20282885432243347,0.3828931152820587,0.0555313304066658,0.0,0.0,-71.74431610107422,0.0,0.0,0.0,0
10.683333333333444,20.999718836949157,-1.043739950557287,-3.231933354338995,-0.9352336452899017,20.994875,5.999994,5.9976115,-5.7866955,-99.94807434082031,-18.79734230041504,-100.0,0.8984359502792358,-0.19802746176719666,0.3886793255805969,0.05024939030408859,0.0,0.0,-71.64519500732422,0.0,0.0,0.0,0
10.700000000000111,20.99985574462926,-3.210771588690332,-5.428210395409256,5.999969175589368,20.998705,5.9999933,5.999295,-5.944988,-99.94566345214844,-18.795949935913086,-100.0,0.8972571492195129,-0.19320912659168243,0.3944322168827057,0.04496314004063606,0.0,0.0,-71.5482406616211,0.0,0.0,0.0,0
10.716666666666779,20.99985574462926,-3.210771588690332,-5.428210395409256,5.999969175589368,20.998705,5.9999933,5.999295,-5.944988,-99.94318389892578,-18.794584274291992,-100.0,0.8960025310516357,-0.18838417530059814,0.4001469016075134,0.039647988975048065,0.0,0.0,-71.44931030273438,0.0,0.0,0.0,0
10.733333333333446,20.99985574462926,-3.210771588690332,-5.428210395409256,5.999969175589368,20.998705,5.9999933,5.999295,-5.944988,-99.9406509399414,-18.793262481689453,-100.0,0.8946710824966431,-0.18354304134845734,0.40582725405693054,0.03432944416999817,0.0,0.0,-71.35271453857422,0.0,0.0,0.0,0
10.750000000000114,20.999604932071293,-5.999818936092793,-5.999858994518731,5.999952288067059,20.998592,5.9999924,5.998254,-5.928763,-99.93807983398438,-18.7919864654541,-100.0,0.8932629823684692,-0.17868618667125702,0.41147276759147644,0.02900795079767704,0.0,0.0,-71.25850677490234,0.0,0.0,0.0,0
10.766666666666781,20.999604932071293,-5.999818936092793,-5.999858994518731,5.999952288067059,20.998592,5.9999924,5.998254,-5.928763,-99.93547058105469,-18.790760040283203,-100.0,0.8917781710624695,-0.1738133430480957,0.4170829951763153,0.023686792701482773,0.0,0.0,-71.16718292236328,0.0,0.0,0.0,0
10.783333333333449,20.999604932071293,-5.999818936092793,-5.999858994518731,5.999952288067059,20.998592,5.9999924,5.998254,-5.928763,-99.93281555175781,-18.789583206176758,-100.0,0.8902170062065125,-0.16892561316490173,0.42265745997428894,0.018363604322075844,0.0,0.0,-71.07837677001953,0.0,0.0,0.0,0
10.800000000000116,20.999863278595868,-5.999982220873302,-5.999951213610549,5.999982519755103,20.996191,5.9999924,5.9931946,-4.668312,-99.93013000488281,-18.7884521484375,-100.0,0.8885794878005981,-0.16402339935302734,0.42819568514823914,0.013038840144872665,0.0,0.0,-70.99217224121094,0.0,0.0,0.0,0
10.816666666666784,20.999863278595868,-5.999982220873302,-5.999951213610549,5.999982519755103,20.996191,5.9999924,5.9931946,-4.668312,-99.9277572631836,-18.78750991821289,-100.0,0.8868637681007385,-0.15901727974414825,0.4337308704853058,0.007907108403742313,0.0,0.0,-70.94002532958984,0.0,0.0,0.0,0
10.833333333333451,20.999863278595868,-5.999982220873302,-5.999951213610549,5.999982519755103,20.996191,5.9999924,5.9931946,-4.668312,-99.92534637451172,-18.78660774230957,-100.0,0.8850725889205933,-0.15399764478206635,0.43922916054725647,0.0027747047133743763,0.0,0.0,-70.89025115966797,0.0,0.0,0.0,0
10.850000000000119,20.999225238381797,-5.999991892593873,-0.9537480770332688,5.999983716855481,20.995792,5.9999943,5.994072,-4.6946173,-99.92291259765625,-18.78575325012207,-100.0,0.883206307888031,-0.14896492660045624,0.44469016790390015,-0.002357934135943651,0.0,0.0,-70.84290313720703,0.0,0.0,0.0,0
10.866666666666786,20.999225238381797,-5.999991892593873,-0.9537480770332688,5.999983716855481,20.995792,5.9999943,5.994072,-4.6946173,-99.92044067382812,-18.78493881225586,-100.0,0.8812647461891174,-0.1439211219549179,0.45011311769485474,-0.0074946340173482895,0.0,0.0,-70.79740142822266,0.0,0.0,0.0,0
10.883333333333454,20.999225238381797,-5.999991892593873,-0.9537480770332688,5.999983716855481,20.995792,5.9999943,5.994072,-4.6946173,-99.9179458618164,-18.784168243408203,-100.0,0.8792482018470764,-0.13886508345603943,0.4554978013038635,-0.012630696408450603,0.0,0.0,-70.75444793701172,0.0,0.0,0.0,0
10.900000000000121,20.995339755807766,-5.999969130510253,-5.993628749278319,5.999972551610339,20.994118,5.999997,5.9946256,-5.033383,-99.91541290283203,-18.783445358276367,-100.0,0.8771569728851318,-0.13379722833633423,0.4608438014984131,-0.01776568591594696,0.0,0.0,-70.71408081054688,0.0,0.0,0.0,0
10.916666666666789,20.995339755807766,-5.999969130510253,-5.993628749278319,5.999972551610339,20.994118,5.999997,5.9946256,-5.033383,-99.91275024414062,-18.78274154663086,-100.0,0.8749900460243225,-0.12874440848827362,0.4661428928375244,-0.022950366139411926,0.0,0.0,-70.66851806640625,0.0,0.0,0.0,0
10.933333333333456,20.995339755807766,-5.999969130510253,-5.993628749278319,5.999972551610339,20.994118,5.999997,5.9946256,-5.033383,-99.9100570678711,-18.782081604003906,-100.0,0.872748613357544,-0.12368062138557434,0.4714023172855377,-0.02813308872282505,0.0,0.0,-70.6257553100586,0.0,0.0,0.0,0
10.950000000000124,0.5002672672987752,-5.999880454181872,4.674613657260781,5.9999406734680285,20.992367,5.999998,5.9938483,-5.1314087,-99.9073486328125,-18.781469345092773,-100.0,0.8704327940940857,-0.11860628426074982,0.47662153840065,-0.03331341594457626,0.0,0.0,-70.58584594726562,0.0,0.0,0.0,0
10.966666666666791,0.5002672672987752,-5.999880454181872,4.674613657260781,5.9999406734680285,20.992367,5.999998,5.9938483,-5.1314087,-99.90458679199219,-18.780899047851562,-100.0,0.8680424094200134,-0.11353019624948502,0.4817977845668793,-0.03850527107715607,0.0,0.0,-70.54668426513672,0.0,0.0,0.0,0
10.983333333333459,0.5002672672987752,-5.999880454181872,4.674613657260781,5.9999406734680285,20.992367,5.999998,5.9938483,-5.1314087,-99.90180206298828,-18.780380249023438,-100.0,0.8655780553817749,-0.10844442248344421,0.4869329631328583,-0.043693847954273224,0.0,0.0,-70.510498046875,0.0,0.0,0.0,0
11.000000000000126,0.5009871362185704,-4.007723816053917,5.999806554783251,0.21198064579484246,20.99185,5.999998,5.9935036,-5.082933,-99.89898681640625,-18.779909133911133,-100.0,0.863040030002594,-0.10334940999746323,0.492026686668396,-0.04887869581580162,0.0,0.0,-70.47736358642578,0.0,0.0,0.0,0
11.016666666666794,0.5009871362185704,-4.007723816053917,5.999806554783251,0.21198064579484246,20.99185,5.999998,5.9935036,-5.082933,-99.89617156982422,-18.779489517211914,-100.0,0.8604288101196289,-0.09824167191982269,0.49707919359207153,-0.054052066057920456,0.0,0.0,-70.44834899902344,0.0,0.0,0.0,0
11.033333333333461,0.5009871362185704,-4.007723816053917,5.999806554783251,0.21198064579484246,20.99185,5.999998,5.9935036,-5.082933,-99.89334106445312,-18.779117584228516,-100.0,0.8577443957328796,-0.09312555938959122,0.5020893216133118,-0.05922083184123039,0.0,0.0,-70.42243957519531,0.0,0.0,0.0,0
11.050000000000129,20.995427501103702,1.3037024126885868,5.999875976900148,2.117518173645094,20.99252,5.9999986,5.993056,-5.041882,-99.89047241210938,-18.778797149658203,-100.0,0.8549867868423462,-0.08800151944160461,0.507056713104248,-0.06438454985618591,0.0,0.0,-70.39969635009766,0.0,0.0,0.0,0
11.066666666666796,20.995427501103702,1.3037024126885868,5.999875976900148,2.117518173645094,20.99252,5.9999986,5.993056,-5.041882,-99.8875961303711,-18.778526306152344,-100.0,0.852156937122345,-0.08286665380001068,0.5119813680648804,-0.06953661888837814,0.0,0.0,-70.38097381591797,0.0,0.0,0.0,0
11.083333333333464,20.995427501103702,1.3037024126885868,5.999875976900148,2.117518173645094,20.99252,5.9999986,5.993056,-5.041882,-99.88469696044922,-18.778305053710938,-100.0,0.8492544889450073,-0.07772473245859146,0.5168624520301819,-0.07468278706073761,0.0,0.0,-70.36549377441406,0.0,0.0,0.0,0
11.100000000000131,20.99934037351083,5.999950395982582,0.6776384704835605,-3.494843480506399,20.994722,5.9999986,5.991723,-4.887289,-99.88179016113281,-18.77813148498535,-100.0,0.8462797999382019,-0.07257618010044098,0.5216994285583496,-0.07982257008552551,0.0,0.0,-70.3532943725586,0.0,0.0,0.0,0
11.116666666666799,20.99934037351083,5.999950395982582,0.6776384704835605,-3.494843480506399,20.994722,5.9999986,5.991723,-4.887289,-99.87891387939453,-18.778011322021484,-100.0,0.8432353734970093,-0.06740835309028625,0.5264933705329895,-0.08493271470069885,0.0,0.0,-70.34736633300781,0.0,0.0,0.0,0
11.133333333333466,20.99934037351083,5.999950395982582,0.6776384704835605,-3.494843480506399,20.994722,5.9999986,5.991723,-4.887289,-99.87601470947266,-18.777936935424805,-100.0,0.8401192426681519,-0.0622347928583622,0.5312425494194031,-0.09003563225269318,0.0,0.0,-70.34474182128906,0.0,0.0,0.0,0
11.150000000000134,20.99984912446851,5.99989347875089,-5.999966268311535,-0.7713744867875338,20.996965,5.999999,5.9913473,-4.8657026,-99.87310791015625,-18.77791404724121,-100.0,0.8369316458702087,-0.057055938988924026,0.5359465479850769,-0.09513088315725327,0.0,0.0,-70.34544372558594,0.0,0.0,0.0,0
11.166666666666801,20.99984912446851,5.99989347875089,-5.999966268311535,-0.7713744867875338,20.996965,5.999999,5.9913473,-4.8657026,-99.87020111083984,-18.77794075012207,-100.0,0.8336732387542725,-0.05187048017978668,0.5406050682067871,-0.1002148687839508,0.0,0.0,-70.34990692138672,0.0,0.0,0.0,0
11.183333333333469,20.99984912446851,5.99989347875089,-5.999966268311535,-0.7713744867875338,20.996965,5.999999,5.9913473,-4.8657026,-99.8672866821289,-18.778017044067383,-100.0,0.8303439617156982,-0.04668060690164566,0.5452176332473755,-0.10529033839702606,0.0,0.0,-70.35778045654297,0.0,0.0,0.0,0
11.200000000000136,20.99993076182647,2.126352926466607,-5.392713668635262,0.7491137115541491,20.997875,5.999998,5.992277,-4.191953,-99.86434936523438,-18.778141021728516,-100.0,0.8269440531730652,-0.04148675873875618,0.5497837662696838,-0.11035685986280441,0.0,0.0,-70.36910247802734,0.0,0.0,0.0,0
11.216666666666804,20.99993076182647,2.126352926466607,-5.392713668635262,0.7491137115541491,20.997875,5.999998,5.992277,-4.191953,-99.86164093017578,-18.778303146362305,-100.0,0.8234859704971313,-0.0362255685031414,0.5543091297149658,-0.11531776934862137,0.0,0.0,-70.3949203491211,0.0,0.0,0.0,0
