time-start [s],time-end [s],flight-time [s],flight-distance [m],num-gate-passes,gate-id,gate-ts,has-collision,filepath
0.0,13.1666666666669,13.1666666666669,136.86606254575264,10,[9 0 1 2 3 4 5 6 7 8],"[ 0.          2.01666667  3.36666667  4.68333333  6.45        6.78333333
  8.65        9.98333333 11.4        13.        ]",0,./process/reference_mpc/
