t,object-id,object-name,is-collision,is-pass
0.1,9,gate,0,1
2.099999999999997,0,gate,0,1
3.5166666666666586,1,gate,0,1
4.633333333333322,2,gate,0,1
5.13333333333332,5,wall,1,0
6.06666666666665,1,wall,1,0
