t_start,t_end,flight_time,travel_distance,median_path_deviation,iqr_path_deviation,num_gates_passed,num_collisions,filepath
4.1199999999999575,5.209999999999934,1.0899999999999768,10.777336818437242,2.112001436626824,1.5730921743350714,1,1,./process/dda_0/mpc2nw_mt-70_st-40_02/trajectory.csv
