time-since-start [s],position_x [m],position_y [m],position_z [m],velocity_x [m/s],velocity_y [m/s],velocity_z [m/s],acceleration_x [m/s/s],acceleration_y [m/s/s],acceleration_z [m/s/s],rotation_w [quaternion],rotation_x [quaternion],rotation_y [quaternion],rotation_z [quaternion],euler_x [rad],euler_y [rad],euler_z [rad],omega_x [rad/s],omega_y [rad/s],omega_z [rad/s],drone_velocity_x [m/s],drone_velocity_y [m/s],drone_velocity_z [m/s],drone_acceleration_x [m/s/s],drone_acceleration_y [m/s/s],drone_acceleration_z [m/s/s],drone_omega_x [rad],drone_omega_y [rad],drone_omega_z [rad],flipped
0.0,14.639782524108888,-11.364639282226562,2.5943658351898207,-9.353744506835938,-1.525637626647949,1.1111474037170412,3.6649785041809073,-5.881148815155027,-12.874211311340332,-0.2731517734720518,0.3216562334456379,-0.3606414230385436,-0.8317831088230707,0.6722979545593261,0.8214233557330529,2.8090010325061243,1.1815052032470703,-0.4159297943115234,-0.2876323759555819,4.869575023651123,-7.792981624603271,-2.571068286895752,3.54314398765564,10.009836196899414,-7.60243034362793,0.9576835036277772,0.0581264793872833,0.8550682067871094,0
0.0020225048065114493,14.639782524108888,-11.364639282226562,2.5943658351898207,-9.353744506835938,-1.525637626647949,1.1111474037170412,3.6649785041809073,-5.881148815155027,-12.874211311340332,-0.2731517734720518,0.3216562334456379,-0.3606414230385436,-0.8317831088230707,0.6722979545593261,0.8214233557330529,2.8090010325061243,1.1815052032470703,-0.4159297943115234,-0.2876323759555819,4.869575023651123,-7.792981624603271,-2.571068286895752,3.54314398765564,10.009836196899414,-7.60243034362793,0.9576835036277772,0.0581264793872833,0.8550682067871094,0
0.003990411758415746,14.639782524108888,-11.364639282226562,2.5943658351898207,-9.353744506835938,-1.525637626647949,1.1111474037170412,3.6649785041809073,-5.881148815155027,-12.874211311340332,-0.2731517734720518,0.3216562334456379,-0.3606414230385436,-0.8317831088230707,0.6722979545593261,0.8214233557330529,2.8090010325061243,1.1815052032470703,-0.4159297943115234,-0.2876323759555819,4.869575023651123,-7.792981624603271,-2.571068286895752,3.54314398765564,10.009836196899414,-7.60243034362793,0.9576835036277772,0.0581264793872833,0.8550682067871094,0
0.0060250759124684805,14.639782524108888,-11.364639282226562,2.5943658351898207,-9.353744506835938,-1.525637626647949,1.1111474037170412,3.6649785041809073,-5.881148815155027,-12.874211311340332,-0.2731517734720518,0.3216562334456379,-0.3606414230385436,-0.8317831088230707,0.6722979545593261,0.8214233557330529,2.8090010325061243,1.1815052032470703,-0.4159297943115234,-0.2876323759555819,4.869575023651123,-7.792981624603271,-2.571068286895752,3.54314398765564,10.009836196899414,-7.60243034362793,0.9576835036277772,0.0581264793872833,0.8550682067871094,0
0.007990598678585314,14.639782524108888,-11.364639282226562,2.5943658351898207,-9.353744506835938,-1.525637626647949,1.1111474037170412,3.6649785041809073,-5.881148815155027,-12.874211311340332,-0.2731517734720518,0.3216562334456379,-0.3606414230385436,-0.8317831088230707,0.6722979545593261,0.8214233557330529,2.8090010325061243,1.1815052032470703,-0.4159297943115234,-0.2876323759555819,4.869575023651123,-7.792981624603271,-2.571068286895752,3.54314398765564,10.009836196899414,-7.60243034362793,0.9576835036277772,0.0581264793872833,0.8550682067871094,0
0.010043144226070666,14.639782524108888,-11.364639282226562,2.5943658351898207,-9.353744506835938,-1.525637626647949,1.1111474037170412,3.6649785041809073,-5.881148815155027,-12.874211311340332,-0.2731517734720518,0.3216562334456379,-0.3606414230385436,-0.8317831088230707,0.6722979545593261,0.8214233557330529,2.8090010325061243,1.1815052032470703,-0.4159297943115234,-0.2876323759555819,4.869575023651123,-7.792981624603271,-2.571068286895752,3.54314398765564,10.009836196899414,-7.60243034362793,0.9576835036277772,0.0581264793872833,0.8550682067871094,0
0.012015342712398791,14.58880386352539,-11.372710227966309,2.600370645523073,-9.342137336730955,-1.4564832448959348,1.0957529544830324,3.6168353557586657,-5.947245597839356,-12.84536361694336,-0.2759806499975355,0.3216579329100248,-0.3620121196876068,-0.8302518173555983,0.6733685731887817,0.8240912596332001,2.8033626715289515,1.1754897832870483,-0.4193324446678162,-0.2861106693744661,4.853379249572754,-7.773831844329834,-2.5707411766052246,3.5873453617095947,10.096651077270508,-7.670492172241211,0.9515377283096312,0.0546225421130657,0.8550209999084473,0
0.013989686965935277,14.57182559967041,-11.375316619873049,2.6023535728454603,-9.33819580078125,-1.4333746433258054,1.090583562850952,3.6832244396209712,-5.997440338134768,-12.878658294677734,-0.2769208034903496,0.3216602375876719,-0.362465612600239,-0.8297398627471354,0.673716902732849,0.8249843756305144,2.8014846483813685,1.1734826564788818,-0.420466274023056,-0.2856104373931887,4.848043441772461,-7.767380714416504,-2.570796489715576,3.542252779006958,10.144417762756348,-7.6555418968200675,0.9494885802268982,0.0534554459154605,0.8550052046775818,0
0.016057968139641332,14.554854011535644,-11.377881050109863,2.604326963424684,-9.33421802520752,-1.4102376699447632,1.0853952169418335,3.592026948928832,-5.903548717498777,-12.8438720703125,-0.277859779987825,0.3216638202490304,-0.3629172875222792,-0.8292269724420378,0.6740604639053345,0.8258803526507776,2.799606863652365,1.1714752912521362,-0.4216002225875856,-0.2851151227951052,4.8427395820617685,-7.760896682739258,-2.5709338188171387,3.620145082473755,10.058927536010742,-7.704577922821045,0.9474405646324158,0.0522879920899868,0.8549895286560059,0
0.017980813980095434,14.53789005279541,-11.38040256500244,2.606290817260743,-9.3302001953125,-1.38708221912384,1.0801812410354616,3.629152297973632,-6.023949623107911,-12.98712921142578,-0.2787972883185315,0.3216680815358596,-0.3633672583677536,-0.8287134323115412,0.6743997335433958,0.8267777601825159,2.7977297941790984,1.1697254180908203,-0.4227802455425264,-0.284740597009659,4.837468147277832,-7.754382610321045,-2.571136951446533,3.614809513092041,10.172922134399414,-7.752188682556152,0.9456468224525452,0.0511218272149562,0.8551080226898193,0
