time-start [s],time-switch [s],time-end [s],flight-time-total [s],flight-time-mpc [s],flight-time-network [s],flight-distance-total [m],flight-distance-mpc [m],flight-distance-network [m],num-gate-passes-total,num-gate-passes-mpc,num-gate-passes-network,gate-id-total,gate-id-mpc,gate-id-network,gate-ts-total,gate-ts-mpc,gate-ts-network,has-collision,filepath
0.1,2.5,4.566666666666656,4.466666666666656,2.4,2.0666666666666558,41.50611648150154,23.97064670037883,17.37947217440982,2,2,0,[9 0],[9 0],[],[0.1  2.15],[0.1  2.15],[],1,./process/dda_offline_0/trajectory_mpc2nw_st-25_if-60_cf-20_01/
