t,object-id,object-name,is-collision,is-pass
-1.86,7,gate,0,1
-0.04999999999999871,8,gate,0,1
0.21999999999999664,9,gate,0,1
1.8099999999999623,0,gate,1,0
2.9699999999999385,1,gate,0,1
4.069999999999915,2,gate,0,1
5.829999999999878,3,gate,0,1
6.139999999999871,4,gate,0,1
8.789999999999814,6,gate,0,1
10.069999999999787,7,gate,0,1
