time-start [s],time-switch [s],time-end [s],flight-time-total [s],flight-time-mpc [s],flight-time-network [s],flight-distance-total [m],flight-distance-mpc [m],flight-distance-network [m],num-gate-passes-total,num-gate-passes-mpc,num-gate-passes-network,gate-id-total,gate-id-mpc,gate-id-network,gate-ts-total,gate-ts-mpc,gate-ts-network,has-collision,filepath
0.02,2.0,3.3999999999999715,3.3799999999999715,1.98,1.3999999999999715,40.263577140387966,19.2196885858698,20.96366591720617,3,1,2,[9 0 1],[9],[0 1],[0.02 2.22 3.1 ],[0.02],[2.22 3.1 ],1,./process/dda_0/trajectory_mpc2nw_mt-70_st-20_01/
