time-start [s],time-end [s],flight-time [s],flight-distance [m],num-gate-passes,gate-id,gate-ts,has-collision,filepath
0.1,6.983333333333314,6.883333333333314,67.39046815763962,4,[9 0 1 2],[0.1  2.15 3.3  4.8 ],1,./process/dda_offline_0/trajectory_mpc2nw_st-45_if-60_cf-20_01/
