t_start,t_end,flight_time,travel_distance,median_path_deviation,iqr_path_deviation,num_gates_passed,num_pass_gate0,num_pass_gate1,num_pass_gate2,num_pass_gate3,num_pass_gate4,num_pass_gate5,num_pass_gate6,num_pass_gate7,num_pass_gate8,num_pass_gate9,num_collisions,network_used,pitch_error_l1,pitch_error_l1-median,pitch_error_mse,pitch_error_mse-median,roll_error_l1,roll_error_l1-median,roll_error_mse,roll_error_mse-median,throttle_error_l1,throttle_error_l1-median,throttle_error_mse,throttle_error_mse-median,yaw_error_l1,yaw_error_l1-median,yaw_error_mse,yaw_error_mse-median,filepath
0,13.169999999999677,13.169999999999677,137.7481648937894,1.986470488726212,0.428791559060931,9,0,0,0,0,0,0,0,0,0,0,0,0,0.29268683750966573,0.27675481613147046,0.1357148560736042,0.07659322825196402,0.5129322729603184,0.39519157023440044,0.4087080977194168,0.15617637718433106,1.2326291651364805,1.1910157773116818,1.9296752990639934,1.4185185818053496,0.1986635413041264,0.1393193682963072,0.0656599205670818,0.01940988638248209,./process/dda_flat_med_full_bf2_cf25_decfts/s016_r05_flat_li01_buffer20/mpc_nw_act_00/trajectory.csv
