t,px,py,pz,qx,qy,qz,qw,vx,vy,vz,wx,wy,wz,throttle_mpc,roll_mpc,pitch_mpc,yaw_mpc,throttle_nw,roll_nw,pitch_nw,yaw_nw,network_used
-2.0,16.658035,-10.491577000000001,1.3071088,0.39882177,-0.23792987,-0.87696874,-0.123516634,-8.7808275,-3.4840910000000003,-0.582589,1.3861026,-0.16205937,-0.108736776,12.678176933927087,5.999999609672639,-5.9999998842914115,-3.894150179846819,9.441085000000001,-0.21063676,-0.29655266,0.07720098,0
-1.99,16.569641,-10.525943,1.3013128,0.39668754,-0.24374254,-0.8757588,-0.12757328,-8.897382,-3.3890178,-0.5769678,1.5232842,-0.49033582,-0.24240862,12.678176933927087,5.999999609672639,-5.9999998842914115,-3.894150179846819,8.29665,-1.0484209,-2.4247593999999997,-0.6512278,0
-1.98,16.4801,-10.559356,1.2955616,0.39319074,-0.24970719,-0.87486607,-0.13287774,-9.010057000000002,-3.2934961000000005,-0.5736018,1.6754732,-0.803895,-0.37278,12.678176933927087,5.999999609672639,-5.9999998842914115,-3.894150179846819,8.29665,-1.0484209,-2.4247593999999997,-0.6512278,0
-1.97,16.389454,-10.591809,1.2898341,0.38837096,-0.25588536,-0.87421405,-0.13942811,-9.118438000000001,-3.1974139999999998,-0.5721425,1.8398330000000003,-1.1045325000000001,-0.49996802,12.678176933927087,5.999999609672639,-5.9999998842914115,-3.894150179846819,8.29665,-1.0484209,-2.4247593999999997,-0.6512278,0
-1.96,16.297749,-10.623301,1.2841132,0.38225767,-0.2623233,-0.8737234,-0.14721665,-9.222127,-3.1006663,-0.5722916,2.0139593999999996,-1.3937529,-0.6240832,12.678176933927087,5.999999609672639,-5.9999998842914115,-3.894150179846819,12.549108,-1.1087153,-3.8563209,-0.44962016,0
-1.95,16.205029999999997,-10.653821,1.2783836000000002,0.37487182,-0.26905385,-0.8733116,-0.1562301,-9.320742,-3.0031667,-0.5737977,2.1958132000000004,-1.6728183999999997,-0.7452299,12.678176933927087,5.999999609672639,-5.9999998842914115,-3.894150179846819,12.549108,-1.1087153,-3.8563209,-0.44962016,0
-1.94,16.111355,-10.683361999999999,1.2726332,0.3662273,-0.2760982,-0.8728927,-0.1664499,-9.413911,-2.9048524,-0.57645226,2.3836656,-1.9427862,-0.86350685,12.678176933927087,5.999999609672639,-5.9999998842914115,-3.894150179846819,12.549108,-1.1087153,-3.8563209,-0.44962016,0
-1.93,16.016773,-10.711917,1.2668511,0.35633215,-0.28346688,-0.87237734,-0.17785229,-9.501275999999999,-2.8056924,-0.58008707,2.5760527,-2.2045424,-0.9790072,12.678176933927087,5.999999609672639,-5.9999998842914115,-3.894150179846819,12.549108,-1.1087153,-3.8563209,-0.44962016,0
-1.92,15.92135,-10.739474000000001,1.2610284,0.34518987,-0.29116103,-0.87167287,-0.19040832,-9.582488,-2.7056913,-0.5845719,2.7717338,-2.4588306,-1.0918193,14.2013495530609,5.999999592363004,-5.999999900053606,-4.081209450217651,12.142342,-0.5970973,-4.771664599999999,-0.05124155,0
-1.91,15.825113,-10.765983,1.2551981,0.332768,-0.29918920000000004,-0.8706789,-0.20413049,-9.663813000000001,-2.5959868,-0.58160657,2.9846532000000003,-2.7213333,-1.2125468000000001,14.2013495530609,5.999999592363004,-5.999999900053606,-4.081209450217651,12.142342,-0.5970973,-4.771664599999999,-0.05124155,0
