time-since-start [s],object-id,object-name,is-collision,is-pass
0.02,9,gate,0,1
2.209999999999997,0,gate,0,1
3.4899999999999696,1,gate,0,1
4.779999999999943,2,gate,0,1
5.619999999999925,0,wall,1,0
