time-start [s],time-switch [s],time-end [s],flight-time-total [s],flight-time-mpc [s],flight-time-network [s],flight-distance-total [m],flight-distance-mpc [m],flight-distance-network [m],num-gate-passes-total,num-gate-passes-mpc,num-gate-passes-network,gate-id-total,gate-id-mpc,gate-id-network,gate-ts-total,gate-ts-mpc,gate-ts-network,has-collision,filepath
0.02,2.0,2.909999999999982,2.889999999999982,1.98,0.9099999999999819,28.894692090301326,19.0145251286842,9.795803558297083,2,1,1,[9 0],[9],[0],[0.02 2.2 ],[0.02],[2.2],1,./process/dda_0/trajectory_mpc2nw_mt-70_st-20_00/
