time-since-start [s],position_x [m],position_y [m],position_z [m],velocity_x [m/s],velocity_y [m/s],velocity_z [m/s],acceleration_x [m/s/s],acceleration_y [m/s/s],acceleration_z [m/s/s],rotation_w [quaternion],rotation_x [quaternion],rotation_y [quaternion],rotation_z [quaternion],euler_x [rad],euler_y [rad],euler_z [rad],omega_x [rad/s],omega_y [rad/s],omega_z [rad/s],drone_velocity_x [m/s],drone_velocity_y [m/s],drone_velocity_z [m/s],drone_acceleration_x [m/s/s],drone_acceleration_y [m/s/s],drone_acceleration_z [m/s/s],drone_omega_x [rad],drone_omega_y [rad],drone_omega_z [rad],flipped
0.0,13.102187728881836,-12.048916816711426,1.0737401247024552,-2.280919075012207,2.202446460723877,0.4390652179718015,0.3251244723796844,0.006501889321953,-22.003332138061523,-0.3050498897519389,0.4192300375081212,-0.1830024009521431,-0.8352848984981234,0.0856797471642494,0.9475753943072722,2.485233132039205,-0.029207557439804,0.0066083772107958,-0.0478251352906227,1.4825806617736816,0.1107455343008041,-2.8347649574279785,7.638381004333496,0.4833774566650391,-16.433305740356445,0.0007506455876864,-0.0282333418726921,-0.0488499552011489,0
0.0012176036834703474,13.097998237609865,-12.044872283935549,1.0745494365692156,-2.3043148517608643,2.224749088287353,0.4451014101505277,0.3610346019268036,0.0781738385558128,-22.05027770996093,-0.3050111977367721,0.4192427943769345,-0.1830278797337567,-0.8352870427932931,0.0858017206192016,0.9476173559771932,2.4853814283954057,-0.0272028762847185,0.0055327950976788,-0.045134499669075,1.4962899684906006,0.1117095202207565,-2.8646450042724614,7.603288650512695,0.4121614396572113,-16.379684448242188,0.0007512601441703,-0.0271525587886571,-0.045496292412281,0
0.0031960010528560012,13.097998237609865,-12.044872283935549,1.0745494365692156,-2.3043148517608643,2.224749088287353,0.4451014101505277,0.3610346019268036,0.0781738385558128,-22.05027770996093,-0.3050111977367721,0.4192427943769345,-0.1830278797337567,-0.8352870427932931,0.0858017206192016,0.9476173559771932,2.4853814283954057,-0.0272028762847185,0.0055327950976788,-0.045134499669075,1.4962899684906006,0.1117095202207565,-2.8646450042724614,7.603288650512695,0.4121614396572113,-16.379684448242188,0.0007512601441703,-0.0271525587886571,-0.045496292412281,0
0.005206346511839932,13.097998237609865,-12.044872283935549,1.0745494365692156,-2.3043148517608643,2.224749088287353,0.4451014101505277,0.3610346019268036,0.0781738385558128,-22.05027770996093,-0.3050111977367721,0.4192427943769345,-0.1830278797337567,-0.8352870427932931,0.0858017206192016,0.9476173559771932,2.4853814283954057,-0.0272028762847185,0.0055327950976788,-0.045134499669075,1.4962899684906006,0.1117095202207565,-2.8646450042724614,7.603288650512695,0.4121614396572113,-16.379684448242188,0.0007512601441703,-0.0271525587886571,-0.045496292412281,0
0.00720858573913441,13.097998237609865,-12.044872283935549,1.0745494365692156,-2.3043148517608643,2.224749088287353,0.4451014101505277,0.3610346019268036,0.0781738385558128,-22.05027770996093,-0.3050111977367721,0.4192427943769345,-0.1830278797337567,-0.8352870427932931,0.0858017206192016,0.9476173559771932,2.4853814283954057,-0.0272028762847185,0.0055327950976788,-0.045134499669075,1.4962899684906006,0.1117095202207565,-2.8646450042724614,7.603288650512695,0.4121614396572113,-16.379684448242188,0.0007512601441703,-0.0271525587886571,-0.045496292412281,0
0.009205341339109996,13.097998237609865,-12.044872283935549,1.0745494365692156,-2.3043148517608643,2.224749088287353,0.4451014101505277,0.3610346019268036,0.0781738385558128,-22.05027770996093,-0.3050111977367721,0.4192427943769345,-0.1830278797337567,-0.8352870427932931,0.0858017206192016,0.9476173559771932,2.4853814283954057,-0.0272028762847185,0.0055327950976788,-0.045134499669075,1.4962899684906006,0.1117095202207565,-2.8646450042724614,7.603288650512695,0.4121614396572113,-16.379684448242188,0.0007512601441703,-0.0271525587886571,-0.045496292412281,0
0.011229038238523614,13.085177993774414,-12.032498359680176,1.0770384073257462,-2.372692823410034,2.289930820465088,0.4614085853099821,0.2825383841991425,0.0135184153914451,-21.568145751953125,-0.3049109259214516,0.4192799346869057,-0.1830950178744972,-0.8352902956770206,0.0861165076494217,0.947735611592428,2.485763851796285,-0.0214417185634374,0.0022892563138157,-0.0375128090381622,1.5374487638473509,0.1145602017641067,-2.9511942863464355,7.682191371917725,0.4787771701812744,-15.900213241577148,0.0007504253881052,-0.0242338702082634,-0.0358379743993282,0
0.013211011886595347,13.080823516845705,-12.02829647064209,1.0778864622116104,-2.395048379898072,2.3112409114837646,0.4664081037044522,0.3768536746501922,0.0287080518901347,-21.323631286621094,-0.3048819752479819,0.419291760430423,-0.1831147064999932,-0.835290611145287,0.0862070545554161,0.94777232805361,2.485873762761252,-0.0199053529649973,0.001661479473114,-0.0352996438741684,1.5511780977249146,0.1154982969164848,-2.9792959690093994,7.591867446899414,0.4640038907527924,-15.46385383605957,0.0007511919247917,-0.0231585782021284,-0.0332891754806041,0
0.015212059020994761,13.076428031921388,-12.024055480957031,1.0787435770034806,-2.4173972606658936,2.3325448036193848,0.4713990092277524,0.3343809247016907,0.0262776892632245,-21.011837005615234,-0.3048551241251144,0.4193034165873582,-0.183133295257703,-0.8352904849816527,0.0862912088632582,0.9478080908404752,2.485975567494528,-0.0184628181159496,0.0008739368640817,-0.033374112099409,1.5649114847183228,0.1164311543107032,-3.0073840618133545,7.630260467529298,0.4668261110782623,-15.436213493347168,0.0007519838400185,-0.0223980192095041,-0.0308745615184307,0
0.017219305038450816,13.07199249267578,-12.019775390625,1.0796097517013563,-2.439746856689453,2.353849172592163,0.4763886034488675,0.3792328834533691,-0.0370877161622047,-20.9693603515625,-0.30483017477768,0.4193149451895022,-0.1831506875226802,-0.8352899897315323,0.0863689780235291,0.9478428999530242,2.4860697428332728,-0.0170208979398012,8.686450746608513e-05,-0.0314476117491722,1.5786486864089966,0.1173587217926979,-3.035471200942993,7.585152626037598,0.5309405326843262,-15.379890441894531,0.0007520517683587,-0.021636489778757,-0.0284599997103214,0
0.019170999526976207,13.06751594543457,-12.015457153320312,1.0804849863052384,-2.4621045589447017,2.3751611709594727,0.4813841581344602,0.3276156783103943,0.025974728167057,-21.17010307312012,-0.3048070016095142,0.4193258686706976,-0.1831669947781756,-0.8352893867740174,0.0864414125680924,0.9478758017169387,2.486157242451803,-0.0157975871115922,-0.0002398312208242,-0.0295495558530092,1.5923912525177002,0.1182813495397567,-3.063568592071533,7.638793468475343,0.4681501388549805,-15.429814338684082,0.0007515122997574,-0.0205608811229467,-0.0264478083699941,0
0.021155118942259854,13.06299934387207,-12.011100769042969,1.0813691616058363,-2.484192132949829,2.396214246749878,0.486286401748657,0.3958929181098938,0.0334456786513328,-20.92652130126953,-0.304785267530253,0.4193365954739057,-0.1831823720106093,-0.8352885603056184,0.0865090563893318,0.9479077498065398,2.486239020024435,-0.0146675370633602,-0.0007264391169883,-0.0279397424310445,1.6059951782226562,0.1191901639103889,-3.091306209564209,7.569312572479247,0.4609694778919221,-15.312469482421877,0.0007517092744819,-0.0198004860430955,-0.0245697498321533,0
0.02322292327880726,13.05844268798828,-12.006705284118652,1.082262277603151,-2.5062804222106934,2.4172677993774414,0.4911874532699582,0.3864510059356689,0.0330079272389411,-21.06966590881348,-0.3047651715438868,0.4193470816218715,-0.1831969193732536,-0.8352874380003534,0.0865719094872475,0.9479387442218232,2.4863145987140096,-0.0135380858555436,-0.0012134407879784,-0.0263298060745,1.6196036338806152,0.1200949847698211,-3.1190426349639893,7.57852840423584,0.4618655741214752,-15.305745124816896,0.0007512607844546,-0.0190403331071138,-0.0226917453110218,0
0.025216102600096324,13.053845977783205,-12.00227165222168,1.0831642150878922,-2.528376579284668,2.438328981399536,0.4960946440696713,0.4120696783065796,-0.0318230725824833,-20.82760238647461,-0.3047464281676863,0.4193572500645989,-0.1832102492835076,-0.8352862478783962,0.0866294354200363,0.9479683081256312,2.486384455357688,-0.0126911140978336,-0.0017138852272182,-0.0246817078441381,1.6332160234451294,0.1209971532225608,-3.146790027618408,7.553048133850098,0.5270887613296509,-15.235396385192873,0.0004989789449609,-0.0182791743427515,-0.0209478884935379,0
