t,object-id,object-name,is-collision,is-pass
-0.10999999999999877,8,gate,0,1
0.19999999999999707,9,gate,0,1
1.979999999999959,0,gate,0,1
3.289999999999932,1,gate,0,1
4.3199999999999115,2,gate,0,1
6.099999999999873,3,gate,0,1
6.429999999999866,4,gate,0,1
8.189999999999829,5,gate,0,1
9.5099999999998,6,gate,1,0
10.749999999999773,7,gate,0,1
12.479999999999736,8,gate,0,1
12.939999999999724,9,gate,0,1
16.81000000000014,2,gate,0,1
19.060000000000493,8,gate,0,1
19.320000000000533,4,gate,1,0
22.270000000001,6,gate,1,0
25.89000000000156,8,gate,0,1
26.230000000001613,9,gate,0,1
