time-since-start [s],throttle_mpc,roll_mpc,pitch_mpc,yaw_mpc,throttle_nw,roll_nw,pitch_nw,yaw_nw,position_x [m],position_y [m],position_z [m],rotation_w [quaternion],rotation_x [quaternion],rotation_y [quaternion],rotation_z [quaternion],velocity_x [m/s],velocity_y [m/s],velocity_z [m/s],omega_x [rad/s],omega_y [rad/s],omega_z [rad/s],network_used
6.859999999999898,,,,,18.2587,-1.324387,-2.3921318,1.4792846,-16.637938,-10.581395,2.4655788,0.8597761,-0.4470913,0.24512869,-0.028409261,10.999387,-3.9785771,0.5709517,-2.1107535,-2.112218,1.2253296,1
6.869999999999898,,,,,18.2587,-1.324387,-2.3921318,1.4792846,-16.527542,-10.620488,2.4712343,0.85787916,-0.45463005,0.23896654,-0.015829088,11.079456,-3.8395233,0.5599642,-1.988068,-2.155789,1.2377913,1
6.879999999999898,,,,,18.2587,-1.324387,-2.3921318,1.4792846,-16.416365,-10.6581745,2.4767733,0.8560701,-0.4615581,0.23259035,-0.0032366193,11.155368,-3.6973479,0.54765075,-1.8845206,-2.1925778,1.2496414,1
6.8899999999998975,,,,,18.574047,-1.1721491,-2.2868187,1.1722949,-16.30445,-10.694426,2.482183,0.85430795,-0.4679511,0.2260365,0.009373351,11.227005,-3.5522864,0.53417456,-1.7971263,-2.2236402,1.2609102,1
6.899999999999897,,,,,18.574047,-1.1721491,-2.2868187,1.1722949,-16.191833,-10.729199,2.4874604,0.8525774,-0.47383016,0.21935393,0.021938033,11.295428,-3.4020114,0.5211212,-1.6996596,-2.233408,1.2565618,1
6.909999999999897,,,,,18.574047,-1.1721491,-2.2868187,1.1722949,-16.078556,-10.762458,2.4926023,0.85086787,-0.47921863,0.21258076,0.034402337,11.359341,-3.2492626,0.50716716,-1.6173939,-2.241666,1.2524267,1
6.919999999999897,,,,,18.574047,-1.1721491,-2.2868187,1.1722949,-15.964662,-10.794176,2.4976008,0.8491523,-0.48417774,0.20572948,0.04677927,11.418693,-3.0942636,0.49243513,-1.5479584,-2.248647,1.2484947,1
6.929999999999897,,,,,18.88426,-0.82004714,-2.092174,1.1299071,-15.850197,-10.824335,2.5024488,0.8474076,-0.48875898,0.19881012,0.059079178,11.473443,-2.9372237,0.47702947,-1.4893517,-2.2545485,1.2447556,1
6.9399999999998965,,,,,18.88426,-0.82004714,-2.092174,1.1299071,-15.735205,-10.8529005,2.5071464,0.84566855,-0.49289292,0.19190325,0.07123991,11.524402,-2.7756922,0.46241724,-1.3850027,-2.2291365,1.2391199,1
6.949999999999896,,,,,18.88426,-0.82004714,-2.092174,1.1299071,-15.619726,-10.879842,2.5116954,0.8439673,-0.49653062,0.18507524,0.08321264,11.570688,-2.6125221,0.44734043,-1.2969229,-2.2077017,1.2337607,1
6.959999999999896,,,,,18.88426,-0.82004714,-2.092174,1.1299071,-15.503808,-10.905145,2.5160918,0.8422806,-0.49973902,0.1783136,0.09502251,11.6123495,-2.4479363,0.43191823,-1.222576,-2.1896212,1.2286645,1
6.969999999999896,,,,,19.076687,-0.19806899,-1.7248964,1.0755714,-15.387495,-10.928796,2.520333,0.840588,-0.5025742,0.17160717,0.10669034,11.649426,-2.282136,0.4162525,-1.1598208,-2.1743705,1.2238184,1
